Country Name,alphaCode3,SeriesName,SeriesCode,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018
Belarus,BLR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4380.90097163608,4426.03492250343,3912.8817541112,3450.2392811798,3068.34848929305,2789.97449480086,2806.49606299213,2953.04932292181,3016.28761545337,3005.3642570495,2996.30947501957,3009.40248167179,3000.7456250783,3063.05693858238,3174.05309231742,3245.37208781327,3365.98186513501,3393.90853610514,3481.74351659874,3298.70360737854,3563.6377659834,3628.45728970191,3697.39748396507,3648.32146048641,3679.9788400689,..,..,..,..
Belarus,BLR,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3180.78826062581,3141.0775349509,2833.41915886886,2612.19822160612,2306.24018048252,2070.60838475842,2137.9408819038,2385.17965262307,2597.53630136586,2702.38104337917,2871.93251072129,3021.79173017506,3199.64102133429,3458.08441654928,3879.58192578341,4276.2123980684,4711.94104955109,5111.46590111106,5626.45671619049,5604.44911890329,6065.88872459504,6379.52354777504,6474.53651134918,6438.74984912554,6609.1400758918,6265.89936118364,6120.0490848,6308.37822584534,..
Belgium,BEL,"Population, total",SP.POP.TOTL,9153489,9183948,9220578,9289770,9378113,9463667,9527807,9580991,9618756,9646032,9655549,9673162,9711115,9741720,9772419,9800700,9818227,9830358,9839534,9848382,9859242,9858982,9856303,9855520,9855372,9858308,9861823,9870234,9901664,9937697,9967379,10004486,10045158,10084475,10115603,10136811,10156637,10181245,10203008,10226419,10251250,10286570,10332785,10376133,10421137,10478617,10547958,10625700,10709973,10796493,10895586,11038264,11106932,11159407,11209057,11274196,11331422,11382393,..
Belgium,BEL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1576.33881463123,1627.51357041656,1753.14389184713,1880.99382438962,2062.99497564169,2163.96033376914,2255.18841848917,2357.58493041064,2596.17771778388,2830.59396858729,3031.52104556665,3217.04526399951,3612.35553280957,3941.60374143375,4134.39088111142,3887.47742508188,4247.40637999101,4404.82432074193,4623.38968491801,4906.08508077774,4893.88535142965,4910.95328097769,4904.07001489301,5043.97535594266,5285.54376232576,5502.66840922398,5617.41982187269,5876.96299804037,6057.0627320822,6205.76377001633,6380.31321975416,6655.41438110864,6850.66377253598,6881.0721430714,7176.24050686845,7379.73707904784,7527.68854493864,7701.61213093291,7913.05858037159,7944.12980731574,8247.67711254725,8267.18721595245,8311.89267946638,8411.90065701741,8576.22349653402,8509.99707308703,8683.67128500132,8614.67950346801,8521.49673953426,7903.95547887634,8393.94962326946,8028.79873139472,7988.52464388906,7989.67185263518,7709.12307788247,..,..,..,..
Belgium,BEL,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,20314.3087326246,21058.4823829478,22094.7022583882,23396.8087249346,24381.2987337437,23831.6215112837,25138.2655656163,25206.2101873577,25873.1597543009,26350.3218505977,27436.3418191864,27402.2720845735,27457.6985593251,27526.9576223986,28267.5027873532,28813.7312843373,29345.4000853381,30081.7275132961,31396.9812176343,32285.9284755635,33245.8870400634,33851.9475898343,34225.0096049955,34091.477463961,35339.7584340524,36020.8110958661,36564.8507783337,37867.9624661344,38534.4564747756,39770.6975015572,41207.5256208378,41110.2530194567,41593.7618245051,41814.5341828673,42916.739072376,43506.1749859747,44381.6846173742,45556.6317232626,45999.1992496046,43645.5912367206,45778.9950967395,45039.7589609195,45498.4193056946,45026.4957487799,44965.7550698322,44918.4232693564,45650.3022266857,46724.5823833108,..
Belize,BLZ,"Population, total",SP.POP.TOTL,92064,94703,97384,100164,103069,106119,109347,112692,116061,119261,122182,124793,127150,129294,131307,133260,135147,136989,138965,141305,144155,147566,151500,155822,160347,164921,169568,174320,179028,183469,187552,191126,194317,197616,201674,206963,213676,221606,230284,239026,247315,254984,262206,269130,276089,283277,290747,298407,306165,313929,321608,329192,336701,344181,351694,359288,366954,374681,..
Belize,BLZ,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2199.23508843027,2179.10674954368,2079.30162906194,1973.60840392154,1939.85052083392,1891.20789355282,1961.82463622431,2121.12060595511,2272.35999821509,2488.52344980173,2731.9535761662,2986.79964321218,3267.76784922841,3400.55717372984,3295.69888872568,3255.81277240686,3184.57521043328,3201.78957765248,3158.54721297318,3284.14692616564,3554.43365004073,3569.8811846342,3666.22808877469,3846.43291257259,3847.85669700412,3879.13883814031,3953.11838349149,3804.02380862118,3851.47096901264,3997.31650096488,3912.31710268658,4029.77392214368,4008.03705370004,3961.60481211656,3990.31557627298,4148.35311011055,4007.08601007516,3886.12125060386,..
Benin,BEN,"Population, total",SP.POP.TOTL,2431622,2465867,2502896,2542859,2585965,2632356,2682159,2735307,2791590,2850661,2912340,2976572,3043567,3113675,3187412,3265165,3347173,3433439,3523938,3618526,3717165,3820128,3927714,4039949,4156819,4278501,4404506,4535263,4672852,4820016,4978496,5149499,5331803,5521763,5714220,5905558,6094259,6281639,6470265,6664098,6865951,7076733,7295394,7520555,7750004,7982225,8216896,8454791,8696916,8944706,9199259,9460802,9729160,10004451,10286712,10575952,10872298,11175692,..
Benin,BEN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,10.750621856283,11.8282265512801,18.6275060820413,16.9416441928436,18.0695309425404,19.41937270646,21.2614815641111,46.2550703218956,24.8720058941127,27.7092892029275,31.9361026646228,17.5674705439347,36.6341258268359,32.476756866248,33.4229207846393,31.1045097906553,30.8692130974543,36.1663498009353,33.8173151292444,34.9503143117922,36.7025996121176,38.8236399581905,39.1179411358293,39.3754528177074,41.8250062060181,44.4680805328425,47.9174304667938,44.8204208019301,51.9200047778409,58.1128528298556,61.4690422826465,68.2622487558588,64.6228901989281,70.3225443496545,73.7889498228877,75.0891820950393,79.71811485346,86.3524495349846,87.8732067884624,95.4424698771934,91.5355801759724,93.1221194841076,96.7569334889041,100.226389151363,..,..,..,..
Benin,BEN,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,518.706804961664,527.625716373281,501.993140192855,517.521163348947,542.823768547129,561.554094764229,572.31370582571,566.616816613458,574.530746559388,576.718347203283,576.384263350006,554.314764823408,579.698670951145,591.119215383584,599.571743081451,552.777821233341,545.20692513251,557.828694501737,550.692036529869,571.818317158511,592.184659630639,633.350911641237,627.950643520781,579.240914871194,597.037503288527,629.914365681747,625.767522237867,599.50617001215,603.496948742701,562.464473524464,596.499437120974,603.773379840943,587.215657963945,612.419498946765,601.188235707841,617.44724403454,624.804191164275,645.3173855347,656.897526507095,672.749010607089,691.060178708539,705.768590108077,713.620444859812,715.621208898546,726.308210519102,720.603966530973,726.069098917045,746.195590499602,765.896459221502,759.625863641877,751.882047583363,757.135773821756,766.771524332986,799.707486244223,828.228138428236,821.088580504353,833.586703410087,856.019401021074,..
Bolivia,BOL,"Population, total",SP.POP.TOTL,3693449,3764813,3838097,3913395,3990857,4070590,4152668,4237125,4324064,4413590,4505778,4600591,4698083,4798509,4902168,5009257,5119833,5233677,5350322,5469123,5589575,5711599,5835182,5959960,6085496,6211550,6337893,6464732,6592787,6723046,6856244,6992521,7131707,7273825,7418861,7566714,7717443,7870855,8026254,8182712,8339512,8496375,8653345,8810420,8967741,9125409,9283334,9441444,9599855,9758748,9918242,10078343,10239004,10400264,10562159,10724705,10887882,11051600,..
Bolivia,BOL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,165.196167188085,173.475010977882,173.387191729764,181.348334043223,189.24962324752,199.420567038026,216.100458625934,227.27604058223,236.966694660186,252.970932494868,265.424796103508,264.0877353954,253.021832361291,251.253143539984,243.73948531365,233.989434659121,232.801607243734,245.268048247274,257.770064342859,266.472430094378,281.300549544292,291.234623071307,314.277563730224,334.957077643051,354.182806433546,372.79186901672,391.571182546242,408.65888370839,421.987233572439,419.808737010031,420.76768033426,434.398489832545,441.976659455508,452.176306162277,482.170169030232,513.06998110808,545.361493432572,534.487239651016,553.657087978909,604.340970909966,637.406367296688,663.345770740982,705.462861327366,752.687021659114,..,..,..,..
Bolivia,BOL,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1684.83884564289,1714.23888450814,1696.7599955566,1641.64891459203,1554.92468284912,1520.703575522,1414.84174387942,1336.70899171362,1307.65910230156,1252.16940824368,1185.62373792588,1208.22521775572,1228.60690194769,1254.4768762681,1292.84235795837,1343.1391458446,1354.38960935245,1384.27896571136,1428.07961734894,1464.97553410845,1502.46692365353,1551.0554219653,1606.51904137031,1575.47566864161,1579.98608862673,1578.31397448197,1587.79917020179,1582.30617722174,1606.81791810799,1656.4092591283,1712.41239628157,1756.36062287051,1842.65598668616,1862.86084240821,1894.04710814334,1948.62796856492,1987.20103761137,2086.30905732708,2199.51132795816,2320.91719581355,2421.90805394918,2456.49802906181,..
Botswana,BWA,"Population, total",SP.POP.TOTL,524552,537249,550840,565353,580799,597190,614613,633154,652843,673640,695597,718639,742835,768512,796095,825840,857855,891926,927585,964166,1001158,1038397,1075889,1113539,1151292,1189114,1226810,1264314,1301818,1339624,1377912,1416731,1455833,1494693,1532622,1569094,1604060,1637635,1669625,1699862,1728340,1754935,1779953,1804339,1829330,1855852,1884238,1914414,1946351,1979882,2014866,2051339,2089315,2128507,2168573,2209197,2250260,2291661,..
Botswana,BWA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,525.81045592389,561.396203511701,559.477485745897,574.137577608461,597.083206488192,682.257236246852,773.542015670158,662.919086999872,677.80212955277,718.478393395224,798.316688206865,866.857668427629,863.053483223645,901.070192128261,876.301865917529,902.709374961036,967.85913833058,1034.96294078012,1017.14139147766,1098.74214564264,1169.27407567802,1220.81875195581,1309.62086392856,1428.39181558275,1419.83304703177,1455.76089644726,1503.85444318731,1518.22564378162,1716.76897916138,1539.55647670862,1477.08399245566,1714.43750702982,2060.59928391121,1748.61533367795,..,..,..,..
Botswana,BWA,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1287.17405345557,1371.07251879313,1477.10101376399,1623.88828452799,1752.07166689059,1814.99156852629,2042.66800831345,2196.06265637404,2295.59384184445,2297.75232609028,2367.23524346341,2493.57447119469,2600.33217319399,3167.05713639256,3397.3571111572,3752.6892467952,4089.17650816038,4133.54081119546,4262.61583575787,3862.62148498897,4208.16377738827,4162.2526089464,4523.68231587464,4688.43783587394,4706.68002488579,4646.13011478825,4768.12750419828,4496.7234042733,4820.12595689848,4814.51881873422,5052.00324033556,5429.57509633075,5852.09689055251,6137.91383094923,5814.64079921064,6073.40542364712,6700.80351371766,6914.31524525212,7216.43348999584,7401.30427694642,7188.51712172748,7175.88619336463,7250.91320911368,..
Brazil,BRA,"Population, total",SP.POP.TOTL,72207554,74351763,76573248,78854019,81168654,83498020,85837799,88191378,90557064,92935072,95326793,97728961,100143598,102584278,105069367,107612100,110213082,112867867,115577669,118342626,121159761,124030908,126947365,129882321,132800684,135676281,138499464,141273488,144001542,146691981,149352145,151976577,154564278,157132682,159705123,162296612,164913306,167545164,170170640,172759243,175287587,177750670,180151021,182482149,184738458,186917361,189012412,191026637,192979029,194895996,196796269,198686688,200560983,202408632,204213133,205962108,207652865,209288278,..
Brazil,BRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,458.72788926918,497.625419849604,552.872244224402,602.887423886355,649.099868880916,719.315697931394,787.123938472231,856.904286588441,938.005212086472,1012.74547743619,1017.75438102896,1052.21561707878,1108.04148626201,1204.82813175872,1279.25086625864,1350.68392755657,1364.41028482287,1415.94317094188,1446.33672920403,1457.34766648313,1483.01142484608,1491.11426638955,1534.81756265065,1564.08883639882,1631.61138570163,1684.0302746705,1758.8749980274,1804.24778328388,1827.70539229557,1891.97082164181,1742.48569639709,1800.51713389956,1875.32315832164,1948.40859827898,2007.27742994403,2063.09731659316,2157.43734210219,2218.88358656836,2185.74526282213,2361.05594054733,2416.46284828101,2485.58813655196,2551.40798540647,2601.36550571407,..,..,..,..
Brazil,BRA,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,4628.7335138923,5042.77826476151,5528.68528838084,6131.38118048306,6552.61568560599,6693.82884696603,7161.27340754501,7302.69029007693,7311.42809227258,7597.33354903462,8050.96561597074,7451.23686888068,7244.93380388649,6769.18106350645,6967.85165627825,7409.101063284,7921.93920982795,8108.4732128982,7923.83901835314,8806.45673657363,7762.80813155376,7769.5617819322,7629.48416614297,7813.58670771183,7987.97770941305,8399.17304521999,8346.8504204221,8451.92926318371,8244.68383743706,8096.89215585635,8534.67107296175,8502.60903696761,8632.53487662739,8636.6311115842,9041.60810836199,9227.57939080443,9522.67566951509,10033.2418386066,10403.561246008,10306.6638872078,10894.6394923961,11254.9223767156,11420.3554235722,11767.3250558565,11629.9655467398,11102.386750655,10655.8790650795,10710.8892939259,..
British Virgin Islands,VGB,"Population, total",SP.POP.TOTL,8033,8155,8298,8452,8627,8814,9007,9218,9424,9621,9803,9970,10125,10264,10379,10476,10543,10591,10662,10792,11002,11315,11712,12188,12731,13304,13938,14589,15266,15900,16461,16934,17344,17703,18052,18427,18833,19270,19722,20188,20645,21085,21529,22000,22541,23168,23905,24731,25604,26447,27224,27901,28509,29056,29588,30113,30661,31196,..
British Virgin Islands,VGB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,81745,85596,89516,93576,97848,102425,107316,112494,117950,123653,129583,135726,142073,148560,155109,161671,168224,174773,181257,187656,193949,200085,206128,212136,218227,224512,230972,237622,244458,251514,258785,266274,273963,281751,289525,297192,304699,312038,319222,326289,333241,340117,346867,353389,359523,365158,370250,374864,379252,383772,388662,394013,399748,405716,411704,417542,423196,428697,..
Brunei Darussalam,BRN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,1753.53285295375,1675.19514615726,1581.85245018848,1540.85191703899,1478.31089063592,1420.72474795511,1367.48811315249,1318.56976558147,1273.60702562135,1691.16623442245,2264.03778394182,2634.28549250951,3078.21397593996,3290.15199769048,3264.85889395667,3216.84013646676,4191.5310871889,4282.94430945193,4297.97148468873,4324.05278513051,4472.83625138016,4818.16887681913,5267.06205124383,5578.10206372507,6383.07895232712,6826.40901348544,7620.86668931348,7753.22502835018,7373.83117420446,7544.08971285046,7179.8822170018,7371.70154554916,8548.65318388518,8594.72133910765,8462.0903827932,8432.14044564483,8616.45823552008,8593.23088605993,8843.79266856363,8809.71126582995,8776.36017085731,9223.31068573201,9841.85982312751,10242.7957950372,..,..,..,..
Brunei Darussalam,BRN,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37071.735304991,37162.5405979061,37838.3205639022,36904.4750646566,37043.1816690002,37703.791734616,37833.3647703949,36400.0373869634,35382.1426546445,35672.339906887,35923.4018274107,36162.9779292315,36832.2662281767,37202.3579409858,36752.047316298,36325.1207263068,37401.0531640605,37184.1124641388,36026.3227115105,34973.4295616426,35009.5816486706,34934.0028829039,34861.5832904112,34174.8352877263,33279.1349913827,34234.5785424698,33476.3586683769,33283.6326341157,..
Bulgaria,BGR,"Population, total",SP.POP.TOTL,7867374,7943118,8012946,8078145,8144340,8204168,8258057,8310226,8369603,8434172,8489574,8536395,8576200,8620967,8678745,8720742,8758599,8804183,8814032,8825940,8861535,8891117,8917457,8939738,8960679,8960547,8958171,8971359,8981446,8876972,8718289,8632367,8540164,8472313,8443591,8406067,8362826,8312068,8256786,8210624,8170172,8009142,7837161,7775327,7716860,7658972,7601022,7545338,7492561,7444443,7395599,7348328,7305888,7265115,7223938,7177991,7127822,7075947,..
Bulgaria,BGR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,2292.65398332669,2486.06608987664,2683.10967899541,2842.2312212192,3035.63618783814,3247.55134925118,3437.79769230149,3648.38702650501,3772.28941053304,3973.69078833408,4125.3534285962,4397.89056454099,4582.12533745396,4772.29459954988,4678.28582339895,4646.26093875636,4838.62032496972,4940.51848666685,4963.17888577321,4758.73190255565,4361.14451575101,3735.52545360956,3807.696906382,3825.38661571836,4211.12513140807,4350.44325925232,3970.13113944689,3932.40178442314,3613.36726660483,3673.60687143429,3859.09002487408,3853.8190041011,3997.90259625094,3971.82273619063,4165.18039235553,4366.91276515184,4523.32287831241,4674.5031505249,4483.7471386375,4560.41491703377,4863.69144110061,4761.9125833848,4639.70632261155,4708.92745757231,..,..,..,..
